"availability_date","base_msrp","bed","cab","color","created_at","dealer","drivetrain","engine","interior","model","packages","total_msrp","total_packages","transmission","vehicle","vin","year"
,"39280",,,"Wind Chill Pearl [extra_cost_color]","2024-06-03 11:30:10","04215","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","Roof Rack Cross Bars[installed_msrp], 50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Special Color, JBL® Premium Audio, Venza Owner's Manual Portfolio[installed_msrp]","42320.0",6,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ177061","2024"
,"39130",,,"Wind Chill Pearl [extra_cost_color]","2024-06-03 11:30:11","04676","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","All-Weather Floor Liner Package[installed_msrp], Special Color, Roof Rack Cross Bars[installed_msrp], Paint Protection Film (Hood, Fenders, Mirror Backs and Door Cups)[installed_msrp], 50 State Emissions","42018.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAHXRJ156674","2024"
,"39280",,,"Wind Chill Pearl [extra_cost_color]","2024-06-03 11:30:11","04676","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","Door Edge Guards[installed_msrp], Quick Charging Cable Package[installed_msrp], 50 State Emissions, Roof Rack Cross Bars[installed_msrp], Alloy Wheel Locks[installed_msrp], Activity Mount[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp], Preferred Accessory Package w/ Carpet Mats[installed_msrp], Special Color, All-Weather Floor Liner Package[installed_msrp]","42748.0",10,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ173625","2024"
,"35070",,,"Titanium Glow","2024-06-03 11:30:12","04181","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Fabric","le","All-Weather Floor Liner Package[installed_msrp], 50 State Emissions","36774.0",2,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH8RJ177958","2024"
,"43215",,,"Coastal Gray Metallic","2024-06-03 11:30:12","04181","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","50 State Emissions, Star Gaze™ Fixed Panoramic Roof, All-Weather Floor Liner Package[installed_msrp]","46319.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH8RJ166264","2024"
,"43215",,,"Coastal Gray Metallic","2024-06-03 11:30:12","04181","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","50 State Emissions, Activity Mount[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Star Gaze™ Fixed Panoramic Roof","46704.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ174600","2024"
,"43215",,,"Coastal Gray Metallic","2024-06-03 11:30:12","04273","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","Venza Owner's Manual Portfolio[installed_msrp], Star Gaze™ Fixed Panoramic Roof, Quick Charging Cable Package[installed_msrp], All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Alloy Wheel Locks[installed_msrp]","46464.0",6,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH3RJ167774","2024"
,"43215",,,"Coastal Gray Metallic","2024-06-03 11:30:13","04290","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","Alloy Wheel Locks[installed_msrp], 50 State Emissions, Carpet Cargo Mat[parts_only_msrp], Venza Owner's Manual Portfolio[installed_msrp], Star Gaze™ Fixed Panoramic Roof, All-Weather Floor Liner Package[installed_msrp], First Aid Kit w/ PPE[installed_msrp], Quick Charging Cable Package[installed_msrp]","46619.0",8,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH9RJ170467","2024"
,"43215",,,"Coastal Gray Metallic","2024-06-03 11:30:13","04290","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","50 State Emissions, Venza Owner's Manual Portfolio[installed_msrp], Preferred Accessory Package w/ Carpet Mats[installed_msrp], Star Gaze™ Fixed Panoramic Roof, Quick Charging Cable Package[installed_msrp], Alloy Wheel Locks[installed_msrp], All-Weather Floor Liner Package[installed_msrp]","46798.0",7,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH3RJ170948","2024"
,"43215",,,"Wind Chill Pearl [extra_cost_color]","2024-06-03 11:30:13","04290","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","Special Color, Venza Owner's Manual Portfolio[installed_msrp], Preferred Accessory Package w/ Carpet Mats[installed_msrp], Star Gaze™ Fixed Panoramic Roof, 50 State Emissions, All-Weather Floor Liner Package[installed_msrp]","47089.0",6,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH8RJ175241","2024"
,"35070",,,"Black","2024-06-03 11:30:14","04140","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder Fabric","le","All-Weather Floor Liner Package[installed_msrp], Emergency Assistance Kit[installed_msrp], Door Edge Guards[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp], 50 State Emissions","37015.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH8RJ172291","2024"
,"40405",,,"Celestial Black","2024-06-03 11:30:14","04140","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Black Roof Rail, All-Weather Floor Liner Package[installed_msrp], Roof Rack Cross Bars[installed_msrp], 50 State Emissions, Venza Owner's Manual Portfolio[installed_msrp], Special Color, Nightshade Edition","42440.0",7,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAHXRJ172017","2024"
,"43215",,,"Coastal Gray Metallic","2024-06-03 11:30:15","04053","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","All-Weather Floor Liner Package[installed_msrp], Alloy Wheel Locks[installed_msrp], 50 State Emissions, Star Gaze™ Fixed Panoramic Roof","46384.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH0RJ180093","2024"
,"40405",,,"Celestial Black","2024-06-03 11:30:18","04221","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Nightshade Edition, Black Roof Rail, Venza Owner's Manual Portfolio[installed_msrp], Activity Package[installed_msrp], 50 State Emissions, Special Color, All-Weather Floor Liner Package[installed_msrp]","42825.0",7,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH3RJ170738","2024"
,"40405",,,"Celestial Black","2024-06-03 11:30:18","04221","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Nightshade Edition, Special Color, Star Gaze™ Fixed Panoramic Roof, Preferred Accessory Package w/ All-Weather Floor Liners[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp], 50 State Emissions","43545.0",6,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH2RJ174473","2024"
,"40405",,,"Ruby Flare Pearl","2024-06-03 11:30:18","04221","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Alloy Wheel Locks[installed_msrp], Special Color, Nightshade Edition, 50 State Emissions, Venza Owner's Manual Portfolio[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Star Gaze™ Fixed Panoramic Roof","43585.0",7,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH4RJ177701","2024"
,"35070",,,"Black","2024-06-03 11:30:18","04426","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Fabric","le","Door Edge Guards[installed_msrp], 50 State Emissions, Quick Charging Cable Package[installed_msrp], All-Weather Floor Liner Package[installed_msrp]","36998.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH0RJ180658","2024"
,"35070",,,"Black","2024-06-03 11:30:19","04226","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Fabric","le","Venza Owner's Manual Portfolio[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Door Edge Guards[installed_msrp], Alloy Wheel Locks[installed_msrp], 50 State Emissions","37005.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH2RJ178586","2024"
,"39280",,,"Coastal Gray Metallic","2024-06-03 11:30:19","04226","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","50 State Emissions, All-Weather Floor Liner Package[installed_msrp]","40984.0",2,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH4RJ178136","2024"
,"39280",,,"Titanium Glow","2024-06-03 11:30:19","04226","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","All-Weather Floor Liner Package[installed_msrp], 50 State Emissions","40984.0",2,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH4RJ180775","2024"
,"40405",,,"Wind Chill Pearl","2024-06-03 11:30:19","04226","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","50 State Emissions, Black Roof Rail, Nightshade Edition, All-Weather Floor Liner Package[installed_msrp]","42109.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ180722","2024"
,"40405",,,"Wind Chill Pearl","2024-06-03 11:30:19","04226","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Nightshade Edition, All-Weather Floor Liner Package[installed_msrp], Black Roof Rail, 50 State Emissions","42109.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH4RJ175124","2024"
,"35070",,,"Coastal Gray Metallic","2024-06-03 11:30:19","04412","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder Fabric","le","Venza Owner's Manual Portfolio[installed_msrp], 50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Quick Charging Cable Package[installed_msrp]","36854.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ171745","2024"
,"35070",,,"Wind Chill Pearl [extra_cost_color]","2024-06-03 11:30:19","04412","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder Fabric","le","Alloy Wheel Locks[installed_msrp], Special Color, 50 State Emissions, All-Weather Floor Liner Package[installed_msrp]","37264.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH2RJ171671","2024"
,"39280",,,"Titanium Glow","2024-06-03 11:30:19","04412","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","Venza Owner's Manual Portfolio[installed_msrp], Roof Rack Cross Bars[installed_msrp], All-Weather Floor Liner Package[installed_msrp], JBL® Premium Audio, 50 State Emissions, Quick Charging Cable Package[installed_msrp]","41964.0",6,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH1RJ180703","2024"
,"40405",,,"Ruby Flare Pearl","2024-06-03 11:30:19","04412","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Black Roof Rail, Alloy Wheel Locks[installed_msrp], Special Color, All-Weather Floor Liner Package[installed_msrp], Roof Rack Cross Bars[installed_msrp], Nightshade Edition, 50 State Emissions","42494.0",7,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ174435","2024"
,"40405",,,"Wind Chill Pearl","2024-06-03 11:30:19","04412","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Nightshade Edition, Alloy Wheel Locks[installed_msrp], Black Roof Rail, Paint Protection Film (Hood, Fenders, Mirror Backs and Door Cups)[installed_msrp], All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Door Edge Guards[installed_msrp], Quick Charging Cable Package[installed_msrp], Roof Rack Cross Bars[installed_msrp]","43157.0",9,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAHXRJ175595","2024"
,"43215",,,"Ruby Flare Pearl [extra_cost_color]","2024-06-03 11:30:19","04412","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","All-Weather Floor Liner Package[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp], 50 State Emissions, Quick Charging Cable Package[installed_msrp], Star Gaze™ Fixed Panoramic Roof, Special Color","46824.0",6,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH6RJ180843","2024"
,"43215",,,"Wind Chill Pearl [extra_cost_color]","2024-06-03 11:30:19","04412","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","Quick Charging Cable Package[installed_msrp], Star Gaze™ Fixed Panoramic Roof, Special Color, All-Weather Floor Liner Package[installed_msrp], First Aid Kit w/ PPE[installed_msrp], 50 State Emissions","46838.0",6,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAHXRJ180358","2024"
,"35070",,,"Black","2024-06-03 11:30:20","04119","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Fabric","le","All-Weather Floor Liner Package[installed_msrp], 50 State Emissions","36774.0",2,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH8RJ177748","2024"
,"39280",,,"Ruby Flare Pearl [extra_cost_color]","2024-06-03 11:30:20","04119","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","Special Color, 50 State Emissions, All-Weather Floor Liner Package[installed_msrp]","41409.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH2RJ180550","2024"
,"39280",,,"Black","2024-06-03 11:30:20","04119","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","50 State Emissions, All-Weather Floor Liner Package[installed_msrp], JBL® Premium Audio","41564.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH2RJ180001","2024"
,"43215",,,"Ruby Flare Pearl [extra_cost_color]","2024-06-03 11:30:20","04119","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","All-Weather Floor Liner Package[installed_msrp], Special Color, Star Gaze™ Fixed Panoramic Roof, 50 State Emissions","46744.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH4RJ180257","2024"
,"43215",,,"Celestial Black [extra_cost_color]","2024-06-03 11:30:20","04119","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","50 State Emissions, Special Color, Star Gaze™ Fixed Panoramic Roof, All-Weather Floor Liner Package[installed_msrp]","46744.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH3RJ179083","2024"
,"39280",,,"Coastal Gray Metallic","2024-06-03 11:30:20","04454","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","Integrated Dashcam[installed_msrp], JBL® Premium Audio, All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Roof Rack Cross Bars[installed_msrp]","42259.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH2RJ180290","2024"
,"35070",,,"Coastal Gray Metallic","2024-06-03 11:30:21","04143","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Fabric","le","Preferred Accessory Package w/ All-Weather Floor Liners[installed_msrp], 50 State Emissions, Alloy Wheel Locks[installed_msrp]","36864.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH0RJ178781","2024"
,"39280",,,"Wind Chill Pearl [extra_cost_color]","2024-06-03 11:30:21","04143","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","All-Weather Floor Liner Package[installed_msrp], Special Color, 50 State Emissions","41409.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ174919","2024"
,"40405",,,"Wind Chill Pearl","2024-06-03 11:30:21","04143","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Black Roof Rail, Nightshade Edition, 50 State Emissions","41800.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH7RJ172749","2024"
,"40405",,,"Wind Chill Pearl","2024-06-03 11:30:21","04143","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","50 State Emissions, Black Roof Rail, Nightshade Edition, All-Weather Floor Liner Package[installed_msrp]","42109.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH1RJ173962","2024"
,"40405",,,"Wind Chill Pearl","2024-06-03 11:30:21","04143","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Nightshade Edition, 50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Black Roof Rail","42109.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH6RJ176968","2024"
,"40405",,,"Wind Chill Pearl","2024-06-03 11:30:21","04143","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Black Roof Rail, Nightshade Edition, 50 State Emissions, All-Weather Floor Liner Package[installed_msrp]","42109.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH3RJ172926","2024"
,"40405",,,"Ruby Flare Pearl","2024-06-03 11:30:21","04143","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Nightshade Edition, All-Weather Floor Liner Package[installed_msrp], Black Roof Rail, 50 State Emissions, Special Color","42109.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH2RJ177860","2024"
,"40405",,,"Wind Chill Pearl","2024-06-03 11:30:21","04143","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","50 State Emissions, Black Roof Rail, All-Weather Floor Liner Package[installed_msrp], Nightshade Edition","42109.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH7RJ176140","2024"
,"40405",,,"Ruby Flare Pearl","2024-06-03 11:30:21","04143","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Black Roof Rail, Nightshade Edition, Special Color, Door Edge Guards[installed_msrp]","42264.0",6,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH9RJ174650","2024"
,"35070",,,"Blueprint","2024-06-03 11:30:22","04688","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Fabric","le","All-Weather Floor Liner Package[installed_msrp], Alloy Wheel Locks[installed_msrp], 50 State Emissions","36839.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH6RJ180485","2024"
,"43215",,,"Ruby Flare Pearl [extra_cost_color]","2024-06-03 11:30:22","04688","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","Quick Charging Cable Package[installed_msrp], 50 State Emissions, Star Gaze™ Fixed Panoramic Roof, Special Color, Alloy Wheel Locks[installed_msrp], All-Weather Floor Liner Package[installed_msrp]","46878.0",6,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ180638","2024"
,"35070",,,"Blueprint","2024-06-03 11:30:22","04104","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Fabric","le","50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Quick Charging Cable Package[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp]","36854.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH7RJ180656","2024"
,"39280",,,"Coastal Gray Metallic","2024-06-03 11:30:22","04104","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","Quick Charging Cable Package[installed_msrp], 50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Roof Rack Cross Bars[installed_msrp], Door Edge Guards[installed_msrp]","41528.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH9RJ180500","2024"
,"40405",,,"Wind Chill Pearl","2024-06-03 11:30:22","04104","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Star Gaze™ Fixed Panoramic Roof, Quick Charging Cable Package[installed_msrp], Nightshade Edition, 50 State Emissions, Preferred Accessory Package w/ All-Weather Floor Liners[installed_msrp], Alloy Wheel Locks[installed_msrp], Door Edge Guards[installed_msrp]","43823.0",7,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH9RJ180755","2024"
,"43215",,,"Coastal Gray Metallic","2024-06-03 11:30:22","04104","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","Star Gaze™ Fixed Panoramic Roof, Alloy Wheel Locks[installed_msrp], Door Edge Guards[installed_msrp], All-Weather Floor Liner Package[installed_msrp], 50 State Emissions","46539.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH7RJ180186","2024"
,"35070",,,"Black","2024-06-03 11:30:22","04338","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Fabric","le","Door Edge Guards[installed_msrp], 50 State Emissions, All-Weather Floor Liner Package[installed_msrp]","36929.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH1RJ180507","2024"
,"43215",,,"Coastal Gray Metallic","2024-06-03 11:30:22","04338","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","Door Edge Guards[installed_msrp], All-Weather Floor Liner Package[installed_msrp], Alloy Wheel Locks[installed_msrp], 50 State Emissions, Star Gaze™ Fixed Panoramic Roof","46539.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH2RJ180161","2024"
,"35070",,,"Titanium Glow","2024-06-03 11:30:23","04088","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Fabric","le","Venza Owner's Manual Portfolio[installed_msrp], All-Weather Floor Liner Package[installed_msrp], 50 State Emissions","36785.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH8RJ180634","2024"
,"35070",,,"Coastal Gray Metallic","2024-06-03 11:30:23","04088","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder Fabric","le","Venza Owner's Manual Portfolio[installed_msrp], 50 State Emissions, All-Weather Floor Liner Package[installed_msrp]","36785.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH2RJ180984","2024"
,"39280",,,"Coastal Gray Metallic","2024-06-03 11:30:23","04088","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","Venza Owner's Manual Portfolio[installed_msrp], All-Weather Floor Liner Package[installed_msrp], 50 State Emissions","40995.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH0RJ180594","2024"
,"39280",,,"Titanium Glow","2024-06-03 11:30:23","04088","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Venza Owner's Manual Portfolio[installed_msrp]","40995.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH0RJ181020","2024"
,"39280",,,"Titanium Glow","2024-06-03 11:30:23","04088","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Venza Owner's Manual Portfolio[installed_msrp]","40995.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH4RJ174779","2024"
,"39280",,,"Wind Chill Pearl [extra_cost_color]","2024-06-03 11:30:23","04088","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XLE","Venza Owner's Manual Portfolio[installed_msrp], Special Color, All-Weather Floor Liner Package[installed_msrp], 50 State Emissions","41420.0",4,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH6RJ172905","2024"
,"40405",,,"Wind Chill Pearl","2024-06-03 11:30:23","04088","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","All-Weather Floor Liner Package[installed_msrp], 50 State Emissions, Venza Owner's Manual Portfolio[installed_msrp], Nightshade Edition, Black Roof Rail","42120.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAHXRJ174642","2024"
,"40405",,,"Wind Chill Pearl","2024-06-03 11:30:23","04088","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Black Roof Rail, Venza Owner's Manual Portfolio[installed_msrp], 50 State Emissions, Nightshade Edition, All-Weather Floor Liner Package[installed_msrp]","42120.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ178548","2024"
,"40405",,,"Wind Chill Pearl","2024-06-03 11:30:23","04088","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","Black Roof Rail, All-Weather Floor Liner Package[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp], 50 State Emissions, Nightshade Edition","42120.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH4RJ176614","2024"
,"40405",,,"Wind Chill Pearl","2024-06-03 11:30:23","04088","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black SofTex® [softex]","XN","All-Weather Floor Liner Package[installed_msrp], Nightshade Edition, Venza Owner's Manual Portfolio[installed_msrp], 50 State Emissions, Star Gaze™ Fixed Panoramic Roof","43520.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH5RJ180056","2024"
,"43215",,,"Ruby Flare Pearl [extra_cost_color]","2024-06-03 11:30:23","04088","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","Venza Owner's Manual Portfolio[installed_msrp], 50 State Emissions, Special Color, Star Gaze™ Fixed Panoramic Roof, All-Weather Floor Liner Package[installed_msrp]","46755.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAHXRJ175807","2024"
,"43215",,,"Ruby Flare Pearl [extra_cost_color]","2024-06-03 11:30:23","04088","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Boulder SofTex® [softex]","limited","50 State Emissions, All-Weather Floor Liner Package[installed_msrp], Venza Owner's Manual Portfolio[installed_msrp], Star Gaze™ Fixed Panoramic Roof, Special Color","46755.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH7RJ174064","2024"
,"43215",,,"Ruby Flare Pearl [extra_cost_color]","2024-06-03 11:30:23","04088","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","50 State Emissions, Venza Owner's Manual Portfolio[installed_msrp], Special Color, All-Weather Floor Liner Package[installed_msrp], Star Gaze™ Fixed Panoramic Roof","46755.0",5,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH4RJ173602","2024"
,"43215",,,"Coastal Gray Metallic","2024-06-03 11:30:24","04007","All-Wheel Drive","2.5L 4-Cyl. Hybrid Engine","Black Softex® [softex]","limited","Alloy Wheel Locks[installed_msrp], 50 State Emissions, Star Gaze™ Fixed Panoramic Roof","46075.0",3,"Electronically controlled Continuously Variable Transmission (ECVT)","venza","JTEAAAAH3RJ168519","2024"
